CODE;MNEMONIC;NAME;DESCRIPTION;GROUP;NSI_ID;STARTED;REVOKED;EXP;PWR_VIS;PWR_READ;PWR_ISS;CXT;LEGAL_RELATIONS;LAW_DETAILS;autokey
MEFMO_MFEB_S0002_M00025_C00027_MF000819;MF000819;Рассмотрение главным бухгалтером получателя средств ФБ актов сверки в целях возмещения расходов бюджета субъекта РФ (местного бюджета) по исполнению расходного обязательства субъекта РФ(МО), в целях софинансирования которого предоставляется субсидия из ФБ;Рассмотрение главным бухгалтером получателя средств ФБ актов сверки в целях возмещения расходов бюджета субъекта РФ (местного бюджета) по исполнению расходного обязательства субъекта РФ(МО), в целях софинансирования которого предоставляется субсидия из ФБ;d4c0300f-0f49-7986-4142-70b10d91476f;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000819
MEFMO_MFEB_S0005_M00006_MF001221;MF001221;Формирование главными администраторами доходов прогноза объемов поступлений в федеральный бюджет (бюджеты государственных внебюджетных фондов) по статьям классификации доходов бюджетов (ФФОМС);Формирование главными администраторами доходов прогноза объемов поступлений в федеральный бюджет (бюджеты государственных внебюджетных фондов) по статьям классификации доходов бюджетов (ФФОМС);91c81d21-ab05-67d2-b5e7-750e6ff686f1;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001221
MEFMO_MFEB_S0004_M00037_MF001089;MF001089;Формирование и утверждение федеральными государственными унитарными предприятием планов закупок товаров, работ, услуг для обеспечения государственных нужд;Формирование и утверждение федеральными государственными унитарными предприятием планов закупок товаров, работ, услуг для обеспечения государственных нужд;654245f9-5983-051c-812f-b27c7c8f6ce9;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001089
MEFMO_MFEB_S0002_M00025_C00030_MF001248;MF001248;Заключение соглашений о предоставлении за счет собственных средств бюджетов субъектов Российской Федерации субсидий местным бюджетам (Получатель ОМС);Заключение соглашений о предоставлении за счет собственных средств бюджетов субъектов Российской Федерации субсидий местным бюджетам (Получатель ОМС);1ba3c340-315c-47a8-ae2a-eae3bdfe7ccd;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001248
MEFMO_MFEB_S0010_MF000657;MF000657;Формирование предложений по внесению изменений в паспорт национального проекта (Куратор регионального проекта);Формирование предложений по внесению изменений в паспорт национального проекта (Куратор регионального проекта);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000657
MEFMO_MFEB_S0007_M00039_MF001190;MF001190;"Формирование и предоставление информации для обработки и публикации на едином портале в структур. виде с использ. системы ""Электронный бюджет"" ФО муниципальных районов (гор. округов с внутригор. делением) за ФО гор. и сельских поселений (внутригор. тер.)";"Формирование и предоставление информации для обработки и публикации на едином портале в структур. виде с использ. системы ""Электронный бюджет"" ФО муниципальных районов (гор. округов с внутригор. делением) за ФО гор. и сельских поселений (внутригор. тер.)";4ef8df26-3e8d-ead7-848c-6ce5eb238b6d;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001190
MEFMO_MFEB_S0001_M00015_MF001207;MF001207;Согласование уполномоченным органом информации о функциях (полномочиях) ФОИВ для включения в реестр функций (полномочий) федеральных органов исполнительной власти;Согласование уполномоченным органом информации о функциях (полномочиях) ФОИВ для включения в реестр функций (полномочий) федеральных органов исполнительной власти;91e2de47-dad7-9fd3-c3fa-27847db0ed19;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001207
MEFMO_MFEB_S0002_M00025_C00029_MF001133;MF001133;Получение субсидий юридическими лицами, индивидуальными предпринимателями, физическим лицам - производителям товаров, работ, услуг от других юридических лиц или из бюджета субъекта Российской Федерации (Получатель);Получение субсидий юридическими лицами, индивидуальными предпринимателями, физическим лицам - производителям товаров, работ, услуг от других юридических лиц или из бюджета субъекта Российской Федерации (Получатель);18c19255-2b8c-70d2-9e9b-ce0c07aa03f8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001133
MEFMO_MFEB_S0002_M00025_C00030_MF001250;MF001250;Заключение соглашений о предоставлении за счет собственных средств бюджетов субъектов Российской Федерации субсидий юридическим лицам, индивидуальным предпринимателям, физическим лицам». (Предоставитель ОИВ);Заключение соглашений о предоставлении за счет собственных средств бюджетов субъектов Российской Федерации субсидий юридическим лицам, индивидуальным предпринимателям, физическим лицам». (Предоставитель ОИВ);1ba3c340-315c-47a8-ae2a-eae3bdfe7ccd;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001250
MEFMO_MFEB_S0002_M00029_C00001_MF000933;MF000933;Подготовка платежных документов;Подготовка платежных документов;ca08a989-ec65-4fd5-81c6-339eba4acfb5;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000933
MEFMO_MFEB_S0010_MF000787;MF000787;Согласование паспорта инфраструктурного проекта (МФ);Согласование паспорта инфраструктурного проекта (МФ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000787
MEFMO_MFEB_S0002_M00025_C00027_MF000822;MF000822;Рассмотрение финансовым органом бюджета субъекта РФ актов сверки в целях возмещения расходов бюджета субъекта РФ (местного бюджета) по исполнению расходного обязательства субъекта РФ (МО), в целях софинансирования которого предоставляется субсидия из ФБ;Рассмотрение финансовым органом бюджета субъекта РФ актов сверки в целях возмещения расходов бюджета субъекта РФ (местного бюджета) по исполнению расходного обязательства субъекта РФ (МО), в целях софинансирования которого предоставляется субсидия из ФБ;d4c0300f-0f49-7986-4142-70b10d91476f;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000822
MEFMO_MFEB_S0002_M00030_MF000944;MF000944;Утверждение учредителем отчетов о финансовых результатах деятельности государственного (муниципального) учреждения и об использовании закрепленного за ним государственного (муниципального) имущества;Утверждение учредителем отчетов о финансовых результатах деятельности государственного (муниципального) учреждения и об использовании закрепленного за ним государственного (муниципального) имущества;a41a732e-be76-4ce8-b6e8-59b68f6f5c8f;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000944
MEFMO_MFEB_S0016_MF000591;MF000591;УК.Согласование Паспорта ТОР;УК.Согласование Паспорта ТОР;66130110-3499-473b-84d9-068ab9658a95;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000591
MEFMO_MFEB_S0002_M00028_MF001141;MF001141;Предоставление сведений, необходимых для формирования предельных объемов оплаты денежных средств (ГРБС);Предоставление сведений, необходимых для формирования предельных объемов оплаты денежных средств (ГРБС);dc5e24e0-e02c-84a9-2b67-43f559c82bb4;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001141
MEFMO_MFEB_S0005_M00005_C00016_MF000559;MF000559;Формирование информации по реестру источников доходов федерального бюджета (МФ);Формирование информации по реестру источников доходов федерального бюджета (МФ);77839bb1-dab9-e49d-965c-6ea824ad0dce;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000559
MEFMO_MFEB_S0016_MF000567;MF000567;УК.Согласование Паспорта ИП;УК.Согласование Паспорта ИП;66130110-3499-473b-84d9-068ab9658a95;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000567
MEFMO_MFEB_S0010_MF000729;MF000729;Внешнее согласование предложений на изменение паспорта регионального проекта (Ответственный за результат регионального проекта);Внешнее согласование предложений на изменение паспорта регионального проекта (Ответственный за результат регионального проекта);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000729
MEFMO_MFEB_S0011_MF000969;MF000969;Утверждение паспорта ГП (Управляющий совет);Утверждение паспорта ГП (Управляющий совет);d84a69b5-949a-49b2-b986-b5418c4806c8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000969
MEFMO_MFEB_S0011_MF000952;MF000952;Формирование и ведение паспорта ГП (Ответственный за ввод данных);Формирование и ведение паспорта ГП (Ответственный за ввод данных);d84a69b5-949a-49b2-b986-b5418c4806c8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000952
MEFMO_MFEB_S0013_MF001063;MF001063;Формирование и ведение паспортов региональной ГП и ее структурных элементов (Экономический орган субъекта Российской Федерации);Формирование и ведение паспортов региональной ГП и ее структурных элементов (Экономический орган субъекта Российской Федерации);834b5fd5-11b3-462f-b805-b0aa68700af3;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001063
MEFMO_MFEB_S0010_MF000778;MF000778;Утверждение ежемесячного отчета о ходе реализации национального проекта (Руководитель ВПО);Утверждение ежемесячного отчета о ходе реализации национального проекта (Руководитель ВПО);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000778
MEFMO_MFEB_S0026_MF001238;MF001238;"Уполномоченный орган в сфере образования по основным общеобразовательным программам,
образовательным программам среднего профессионального образования, основным
программам профессионального обучения, дополнительным общеобразовательным программам";"Уполномоченный орган в сфере образования по основным общеобразовательным программам,
образовательным программам среднего профессионального образования, основным
программам профессионального обучения, дополнительным общеобразовательным программам";759612a0-13c8-4106-a38f-3247f6754d28;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001238
MEFMO_MFEB_S0010_MF000678;MF000678;Формирование предложений по внесению изменений в паспорт национального проекта (Заинтересованный РОИВ);Формирование предложений по внесению изменений в паспорт национального проекта (Заинтересованный РОИВ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000678
MEFMO_MFEB_S0004_M00037_MF001090;MF001090;Формирование и направление главному распорядителю средств федерального бюджета планов-графиков закупок товаров, работ, услуг для обеспечения государственных нужд;Формирование и направление главному распорядителю средств федерального бюджета планов-графиков закупок товаров, работ, услуг для обеспечения государственных нужд;654245f9-5983-051c-812f-b27c7c8f6ce9;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001090
MEFMO_MFEB_S0005_M00006_MF001218;MF001218;Формирование главными администраторами доходов прогноза объемов поступлений в федеральный бюджет по статьям классификации доходов бюджетов;Формирование главными администраторами доходов прогноза объемов поступлений в федеральный бюджет по статьям классификации доходов бюджетов;91c81d21-ab05-67d2-b5e7-750e6ff686f1;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001218
MEFMO_MFEB_S0001_M00013_C00013_MF001234;MF001234;Согласование позиции по предложениям главных распорядителей бюджетных средств федерального бюджета в рамках ведения сводной бюджетной росписи и лимитов бюджетных обязательств по отдельным правилам Заместителем Председателя Правительства РФ;Согласование позиции по предложениям главных распорядителей бюджетных средств федерального бюджета в рамках ведения сводной бюджетной росписи и лимитов бюджетных обязательств по отдельным правилам Заместителем Председателя Правительства РФ;27feb4d9-3d36-4690-b985-8edd40869c3c;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001234
MEFMO_MFEB_S0008_M00041_MF001151;MF001151;Формирование информации о группе источника доходов консолидированного бюджета бюджетной системы Российской Федерации и направление ее для включения в перечень источников доходов Российской Федерации (Конс.группы ИД) (ГАДБ);Формирование информации о группе источника доходов консолидированного бюджета бюджетной системы Российской Федерации и направление ее для включения в перечень источников доходов Российской Федерации (Конс.группы ИД) (ГАДБ);6cef9939-734e-dadc-2abe-001b481984dc;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001151
MEFMO_MFEB_S0011_MF000959;MF000959;Формирование и ведение паспорта ГП (Участник ВП);Формирование и ведение паспорта ГП (Участник ВП);d84a69b5-949a-49b2-b986-b5418c4806c8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000959
MEFMO_MFEB_S0002_M00027_MF000904;MF000904;"Организация отбора получателей субсидий, в том числе грантов в форме субсидий, юридическим лицам, индивидуальным предпринимателям, а также физическим лицам – производителям товаров, работ, услуг 
(региональные, муниципальные организаторы отборов)";"Организация отбора получателей субсидий, в том числе грантов в форме субсидий, юридическим лицам, индивидуальным предпринимателям, а также физическим лицам – производителям товаров, работ, услуг 
(региональные, муниципальные организаторы отборов)";5ce53eae-3eb8-8782-9141-0f761115a74c;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000904
MEFMO_MFEB_S0010_MF000771;MF000771;Согласование паспорта проекта социально-экономического развития субъектов РФ (АЦ);Согласование паспорта проекта социально-экономического развития субъектов РФ (АЦ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000771
MEFMO_MFEB_S0001_M00019_MF000950;MF000950;Рассмотрение распределения базовых и дополнительных бюджетных ассигнований федерального бюджета, а также несогласованных вопросов по расчету (распределению) ББА и распределению дополнительных бюджетных ассигнований федерального бюджета;Рассмотрение распределения базовых и дополнительных бюджетных ассигнований федерального бюджета, а также несогласованных вопросов по расчету (распределению) ББА и распределению дополнительных бюджетных ассигнований федерального бюджета;af3ed096-c050-3ed5-1e30-9e5d115e362a;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000950
MEFMO_MFEB_S0002_M00025_C00026_MF001072;MF001072;Заключение соглашений в сфере апробации механизмов организации оказания государственных (муниципальных) услуг в социальной сфере (Субъект Российской Федерации);Заключение соглашений в сфере апробации механизмов организации оказания государственных (муниципальных) услуг в социальной сфере (Субъект Российской Федерации);61c06b84-7f1c-4f70-ec8b-7e6dca51867d;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001072
MEFMO_MFEB_S0004_M00037_MF001092;MF001092;Формирование и утверждение федеральными государственными унитарными предприятием планов-графиков закупок товаров, работ, услуг для обеспечения государственных нужд;Формирование и утверждение федеральными государственными унитарными предприятием планов-графиков закупок товаров, работ, услуг для обеспечения государственных нужд;654245f9-5983-051c-812f-b27c7c8f6ce9;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001092
MEFMO_MFEB_S0002_M00025_C00029_MF001132;MF001132;Предоставление из местного бюджета субсидий юридическим лицам, индивидуальным предпринимателям, физическим лицам - производителям товаров, работ, услуг за счет полученных межбюджетных трансфертов из бюджета субъекта РФ (Предоставитель ОМС);Предоставление из местного бюджета субсидий юридическим лицам, индивидуальным предпринимателям, физическим лицам - производителям товаров, работ, услуг за счет полученных межбюджетных трансфертов из бюджета субъекта РФ (Предоставитель ОМС);18c19255-2b8c-70d2-9e9b-ce0c07aa03f8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001132
MEFMO_MFEB_S0016_MF000585;MF000585;МФ.Согласование Предложения о создании ТОР;МФ.Согласование Предложения о создании ТОР;66130110-3499-473b-84d9-068ab9658a95;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000585
MEFMO_MFEB_S0010_MF000791;MF000791;Внешнее согласование предложений на изменение паспорта федерального проекта (Ответственный за результат федерального проекта – ЮЛ);Внешнее согласование предложений на изменение паспорта федерального проекта (Ответственный за результат федерального проекта – ЮЛ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000791
MEFMO_MFEB_S0001_M00015_MF001208;MF001208;Формирование и направление в уполномоченный орган информации о функциях (полномочиях) фед. министерства, руководство деятельностью которого осуществляет Правительство РФ, фед. службы и (или) фед. агентства, находящихся в ведении такого фед. министерства;Формирование и направление в уполномоченный орган информации о функциях (полномочиях) фед. министерства, руководство деятельностью которого осуществляет Правительство РФ, фед. службы и (или) фед. агентства, находящихся в ведении такого фед. министерства;91e2de47-dad7-9fd3-c3fa-27847db0ed19;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001208
MEFMO_MFEB_S0002_M00025_C00029_MF001124;MF001124;Заключение соглашений о предоставлении из федерального бюджета государственной корпорации (компании), публично-правовой компании субсидии, включая субсидию в виде имущественного взноса Российской Федерации (Получатель);Заключение соглашений о предоставлении из федерального бюджета государственной корпорации (компании), публично-правовой компании субсидии, включая субсидию в виде имущественного взноса Российской Федерации (Получатель);18c19255-2b8c-70d2-9e9b-ce0c07aa03f8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001124
MEFMO_MFEB_S0001_M00015_MF001209;MF001209;Формирование и направление информации о функциях (полномочиях) федеральных органов исполнительной власти;Формирование и направление информации о функциях (полномочиях) федеральных органов исполнительной власти;91e2de47-dad7-9fd3-c3fa-27847db0ed19;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001209
MEFMO_MFEB_S0010_MF000679;MF000679;Формирование предложений по внесению изменений в паспорт федерального проекта (Заинтересованный РОИВ);Формирование предложений по внесению изменений в паспорт федерального проекта (Заинтересованный РОИВ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000679
MEFMO_MFEB_S0002_M00030_MF000942;MF000942;Утверждение отчетов обособленных структурных подразделений о финансовых результатах деятельности государственного (муниципального) казенного учреждения и об использовании закрепленного за ним государственного (муниципального) имущества;Утверждение отчетов обособленных структурных подразделений о финансовых результатах деятельности государственного (муниципального) казенного учреждения и об использовании закрепленного за ним государственного (муниципального) имущества;a41a732e-be76-4ce8-b6e8-59b68f6f5c8f;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000942
MEFMO_MFEB_S0011_MF000963;MF000963;Согласование паспорта ГП (Минэкономразвития России);Согласование паспорта ГП (Минэкономразвития России);d84a69b5-949a-49b2-b986-b5418c4806c8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000963
MEFMO_MFEB_S0013_MF001065;MF001065;Формирование и ведение паспортов региональной ГП и ее структурных элементов (Координатор);Формирование и ведение паспортов региональной ГП и ее структурных элементов (Координатор);834b5fd5-11b3-462f-b805-b0aa68700af3;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001065
MEFMO_MFEB_S0010_MF000699;MF000699;Внешнее согласование паспорта национального проекта и запроса на изменение паспорта национального проекта (Руководитель ведомственного проектного офиса);Внешнее согласование паспорта национального проекта и запроса на изменение паспорта национального проекта (Руководитель ведомственного проектного офиса);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000699
MEFMO_MFEB_S0002_M00025_C00029_MF001122;MF001122;Заключение соглашений о предоставлении бюджетных инвестиций иным юридическим лицам (Получатель);Заключение соглашений о предоставлении бюджетных инвестиций иным юридическим лицам (Получатель);18c19255-2b8c-70d2-9e9b-ce0c07aa03f8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001122
MEFMO_MFEB_S0008_M00041_MF001153;MF001153;Формирование информации о группе источника доходов бюджета бюджетной системы Российской Федерации и направление ее для включения в перечень источников доходов Российской Федерации (Группы ИД) (АДБ);Формирование информации о группе источника доходов бюджета бюджетной системы Российской Федерации и направление ее для включения в перечень источников доходов Российской Федерации (Группы ИД) (АДБ);6cef9939-734e-dadc-2abe-001b481984dc;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001153
MEFMO_MFEB_S0011_MF000972;MF000972;Утверждение паспорта ГП (Правительство РФ);Утверждение паспорта ГП (Правительство РФ);d84a69b5-949a-49b2-b986-b5418c4806c8;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000972
MEFMO_MFEB_S0010_MF000789;MF000789;Формирование и изменение паспорта федерального проекта (Ответственный за результат федерального проекта – ЮЛ);Формирование и изменение паспорта федерального проекта (Ответственный за результат федерального проекта – ЮЛ);0f4855f0-49f6-e739-2fa7-32b53bdaf213;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF000789
MEFMO_MFEB_S0001_M00013_C00013_MF001235;MF001235;Согласование позиции по предложениям главных распорядителей бюджетных средств федерального бюджета в рамках ведения сводной бюджетной росписи и лимитов бюджетных обязательств по отдельным правилам Председателем Правительства Российской Федерации;Согласование позиции по предложениям главных распорядителей бюджетных средств федерального бюджета в рамках ведения сводной бюджетной росписи и лимитов бюджетных обязательств по отдельным правилам Председателем Правительства Российской Федерации;27feb4d9-3d36-4690-b985-8edd40869c3c;MFIN03;20.12.2023;;;PUB;"[""P"", ""OA"", ""OB"", ""OL""]";"[""P"", ""OA"", ""OB"", ""OL""]";"{""isRestriction"": false}";;;POWER_PWR_CLASS_MCHD_ANOTHER_MF001235
